stop_id,stop_code,stop_name,stop_desc,wheelchair_boarding,stop_lat,stop_lon
7170,7170,ST. CHARLES ROCK ROAD @ DEHART PLACE EB,FAR SIDE ST. CHARLES ROCK ROAD @ DEHART PLACE EB,1,38.722427,-90.372282
7171,7171,ST. CHARLES ROCK ROAD @ LYNNTOWN EB,FAR SIDE ST. CHARLES ROCK ROAD @ LYNNTOWN EB,1,38.720364,-90.368441
7172,7172,ST. CHARLES ROCK ROAD @ COLES EB,NEAR SIDE ST. CHARLES ROCK ROAD @ COLES EB,1,38.719274,-90.366237
7174,7174,ST. CHARLES ROCK ROAD @ DIX EB,FAR SIDE ST. CHARLES ROCK ROAD @ DIX EB,1,38.717292,-90.362651
7175,7175,ST. CHARLES ROCK ROAD @ MARVIN EB,NEAR SIDE ST. CHARLES ROCK ROAD @ MARVIN EB,1,38.716447,-90.361129
7178,7178,ST. CHARLES ROCK ROAD @ ORLANDO EB,MID-BLOCK ST. CHARLES ROCK ROAD @ ORLANDO EB,1,38.71284,-90.354401
7180,7180,ST. CHARLES ROCK ROAD @ EMINENCE EB,FAR SIDE ST. CHARLES ROCK ROAD @ EMINENCE EB,2,38.7115,-90.351934
7181,7181,ST. CHARLES ROCK ROAD @ BROWN EB,FAR SIDE ST. CHARLES ROCK ROAD @ BROWN EB,1,38.710328,-90.349809
7182,7182,8756 ST. CHARLES ROCK ROAD EB,MID-BLOCK 8756 ST. CHARLES ROCK ROAD EB,1,38.708974,-90.347355
7183,7183,ST. CHARLES ROCK ROAD @ MCKIBBON EB,FAR SIDE ST. CHARLES ROCK ROAD @ MCKIBBON EB,1,38.707803,-90.345131
7184,7184,ST. CHARLES ROCK ROAD @ BURTON EB,NEAR SIDE ST. CHARLES ROCK ROAD @ BURTON EB,1,38.70682,-90.343384
7186,7186,ST. CHARLES ROCK ROAD @ LACKLAND EB,FAR SIDE ST. CHARLES ROCK ROAD @ LACKLAND EB,1,38.702263,-90.334878
7188,7188,ST. CHARLES ROCK ROAD @ WHEATON EB,NEAR SIDE ST. CHARLES ROCK ROAD @ WHEATON EB,1,38.6996,-90.329785
7189,7189,ST. CHARLES ROCK ROAD @ HANLEY EB,FAR SIDE ST. CHARLES ROCK ROAD @ HANLEY EB,1,38.698574,-90.327792
7190,7190,ST. CHARLES ROCK ROAD @ CARSON EB,FAR SIDE ST. CHARLES ROCK ROAD @ CARSON EB,2,38.697325,-90.32538
7192,7192,ST. CHARLES ROCK ROAD @ NORMANDY EB,FAR SIDE ST. CHARLES ROCK ROAD @ NORMANDY EB,1,38.692748,-90.316954
7193,7193,ST. CHARLES ROCK ROAD @ AUSTIN EB,FAR SIDE ST. CHARLES ROCK ROAD @ AUSTIN EB,1,38.690469,-90.313704
7195,7195,ST. CHARLES ROCK ROAD @ 74TH STREET EB,FAR SIDE ST. CHARLES ROCK ROAD @ 74TH STREET EB,2,38.687956,-90.309513
7198,7198,FERGUSON @ SAINT CHARLES ROCK ROAD SB,FAR SIDE FERGUSON @ SAINT CHARLES ROCK ROAD SB,1,38.685409,-90.305558
7199,7199,FERGUSON @ BAERVELDT PARK SB,MID-BLOCK FERGUSON @ BAERVELDT PARK SB,1,38.681933,-90.307455
7200,7200,FERGUSON @ ROBBINS SB,FAR SIDE FERGUSON @ ROBBINS SB,1,38.677361,-90.308747
7201,7201,PAGE @ FERGUSON EB,FAR SIDE PAGE @ FERGUSON EB,1,38.674421,-90.308424
7202,7202,PAGE @ GRUNER PLACE EB,NEAR SIDE PAGE @ GRUNER PLACE EB,2,38.673825,-90.304284
7210,7210,KIENLEN @ DR ML KING NB,NEAR SIDE KIENLEN @ DR ML KING NB,2,38.67544,-90.28764
7211,7211,DR ML KING @ HAMILTON EB,FAR SIDE DR ML KING @ HAMILTON EB,1,38.67383,-90.282778
7213,7213,GOODFELLOW @ THEODOSIA SB,NEAR SIDE GOODFELLOW @ THEODOSIA SB,2,38.672992,-90.278774
7214,7214,GOODFELLOW @ THEODOSIA NB,NEAR SIDE GOODFELLOW @ THEODOSIA NB,2,38.672962,-90.278663
7215,7215,GOODFELLOW @ LOTUS NB,FAR SIDE GOODFELLOW @ LOTUS NB,2,38.674798,-90.277513
7216,7216,GOODFELLOW @ HIGHLAND NB,NEAR SIDE GOODFELLOW @ HIGHLAND NB,2,38.676079,-90.276641
7217,7217,GOODFELLOW @ KENNERLY NB,FAR SIDE GOODFELLOW @ KENNERLY NB,1,38.67704,-90.275973
7219,7219,GOODFELLOW @ TERRY NB,FAR SIDE GOODFELLOW @ TERRY NB,2,38.678457,-90.275037
7220,7220,ST. LOUIS @ GOODFELLOW EB,FAR SIDE ST. LOUIS @ GOODFELLOW EB,1,38.679695,-90.273867
7222,7222,ST. LOUIS @ CLARA EB,FAR SIDE ST. LOUIS @ CLARA EB,2,38.67815,-90.269638
7224,7224,ST. LOUIS @ BELT EB,FAR SIDE ST. LOUIS @ BELT EB,2,38.676596,-90.267047
7226,7226,ST. LOUIS @ ARLINGTON EB,FAR SIDE ST. LOUIS @ ARLINGTON EB,2,38.67548,-90.264525
7228,7228,ST. LOUIS @ UNION EB,NEAR SIDE ST. LOUIS @ UNION EB,1,38.674364,-90.261968
7229,7229,ST. LOUIS @ NORWOOD EB,FAR SIDE ST. LOUIS @ NORWOOD EB,2,38.673321,-90.25961
7231,7231,ST. LOUIS @ KINGSHIGHWAY EB,NEAR SIDE ST. LOUIS @ KINGSHIGHWAY EB,2,38.671529,-90.255578
7232,7232,ST. LOUIS @ EUCLID EB,NEAR SIDE ST. LOUIS @ EUCLID EB,1,38.670399,-90.25298
7233,7233,4844 ST. LOUIS EB,MID-BLOCK 4844 ST. LOUIS EB,2,38.669214,-90.251822
7235,7235,ST. LOUIS @ MARCUS EB,NEAR SIDE ST. LOUIS @ MARCUS EB,1,38.667627,-90.248479
7236,7236,ST. LOUIS @ CORA EB,NEAR SIDE ST. LOUIS @ CORA EB,2,38.666933,-90.246838
7237,7237,ST. LOUIS @ TAYLOR EB,NEAR SIDE ST. LOUIS @ TAYLOR EB,1,38.665312,-90.243102
7238,7238,ST. LOUIS @ NEWSTEAD EB,FAR SIDE ST. LOUIS @ NEWSTEAD EB,1,38.663979,-90.240078
7240,7240,ST. LOUIS @ LAMBDIN EB,NEAR SIDE ST. LOUIS @ LAMBDIN EB,2,38.662818,-90.23743
7241,7241,ST. LOUIS @ WHITTIER EB,NEAR SIDE ST. LOUIS @ WHITTIER EB,1,38.661194,-90.233676
7242,7242,ST. LOUIS @ SARAH EB,NEAR SIDE ST. LOUIS @ SARAH EB,2,38.660267,-90.231548
7243,7243,ST. LOUIS @ BISHOP PL SCOTT EB,FAR SIDE ST. LOUIS @ BISHOP PL SCOTT EB,2,38.659296,-90.229319
7244,7244,ST. LOUIS @ VANDEVENTER EB,NEAR SIDE ST. LOUIS @ VANDEVENTER EB,1,38.658305,-90.227067
7245,7245,ST. LOUIS @ PRAIRIE EB,FAR SIDE ST. LOUIS @ PRAIRIE EB,2,38.656761,-90.224181
7247,7247,ST. LOUIS @ GRAND EB,FAR SIDE ST. LOUIS @ GRAND EB,1,38.654862,-90.220894
7249,7249,ST. LOUIS @ GLASGOW EB,NEAR SIDE ST. LOUIS @ GLASGOW EB,1,38.653583,-90.218189
7255,7255,CASS @ GLASGOW EB,FAR SIDE CASS @ GLASGOW EB,1,38.645946,-90.217281
7258,7258,CASS @ JEFFERSON EB,NEAR SIDE CASS @ JEFFERSON EB,1,38.645127,-90.213263
7261,7261,CASS @ 22ND STREET EB,NEAR SIDE CASS @ 22ND STREET EB,2,38.644091,-90.20844
7262,7262,CASS @ 20TH STREET EB,NEAR SIDE CASS @ 20TH STREET EB,1,38.643495,-90.205598
7265,7265,CASS @ 18TH STREET EB,FAR SIDE CASS @ 18TH STREET EB,2,38.642533,-90.201071
7266,7266,CASS @ 16TH STREET EB,NEAR SIDE CASS @ 16TH STREET EB,2,38.642081,-90.198916
7267,7267,CASS @ 14TH STREET EB,FAR SIDE CASS @ 14TH STREET EB,2,38.641488,-90.195997
7269,7269,CASS @ 13TH STREET EB,NEAR SIDE CASS @ 13TH STREET EB,1,38.641144,-90.194334
7274,7274,BROADWAY @ PARK SB,FAR SIDE BROADWAY @ PARK SB,1,38.612347,-90.197644
7294,7294,ARSENAL @ MORGANFORD WB,FAR SIDE ARSENAL @ MORGANFORD WB,1,38.604687,-90.261374
7296,7296,ARSENAL @ PORTIS WB,NEAR SIDE ARSENAL @ PORTIS WB,2,38.604946,-90.264276
7298,7298,ARSENAL @ MAURY WB,NEAR SIDE ARSENAL @ MAURY WB,2,38.605193,-90.266765
7299,7299,ARSENAL @ HEREFORD WB,FAR SIDE ARSENAL @ HEREFORD WB,2,38.605477,-90.273568
7301,7301,ARSENAL @ BRANNON WB,FAR SIDE ARSENAL @ BRANNON WB,1,38.605741,-90.276145
7302,7302,ARSENAL @ MACKLIND WB,NEAR SIDE ARSENAL @ MACKLIND WB,2,38.606036,-90.279046
7320,7320,ARSENAL @ MACKLIND EB,FAR SIDE ARSENAL @ MACKLIND EB,1,38.605944,-90.278981
7321,7321,ARSENAL @ BRANNON EB,NEAR SIDE ARSENAL @ BRANNON EB,2,38.605704,-90.276136
7322,7322,ARSENAL @ HEREFORD EB,NEAR SIDE ARSENAL @ HEREFORD EB,2,38.605407,-90.273544
7325,7325,ARSENAL @ KINGSHIGHWAY EB,FAR SIDE ARSENAL @ KINGSHIGHWAY EB,2,38.604999,-90.268813
7327,7327,ARSENAL @ PORTIS EB,NEAR SIDE ARSENAL @ PORTIS EB,2,38.604914,-90.264722
7349,7349,9TH STREET @ CASS NB,NEAR SIDE 9TH STREET @ CASS NB,2,38.639595,-90.189697
7351,7351,CASS @ 13TH STREET WB,FAR SIDE CASS @ 13TH STREET WB,2,38.641366,-90.194876
7352,7352,CASS @ 14TH STREET WB,FAR SIDE CASS @ 14TH STREET WB,2,38.641824,-90.197
7354,7354,CASS @ 16TH STREET WB,FAR SIDE CASS @ 16TH STREET WB,2,38.642188,-90.198786
7355,7355,CASS @ 18TH STREET WB,NEAR SIDE CASS @ 18TH STREET WB,2,38.642503,-90.200333
7358,7358,CASS @ 20TH STREET WB,NEAR SIDE CASS @ 20TH STREET WB,1,38.643467,-90.204933
7359,7359,CASS @ 22ND STREET WB,NEAR SIDE CASS @ 22ND STREET WB,1,38.644027,-90.20752
7362,7362,CASS @ JEFFERSON WB,FAR SIDE CASS @ JEFFERSON WB,1,38.645291,-90.21352
7372,7372,ST. LOUIS @ GRAND WB,NEAR SIDE ST. LOUIS @ GRAND WB,1,38.655013,-90.220831
7374,7374,ST. LOUIS @ PRAIRIE WB,NEAR SIDE ST. LOUIS @ PRAIRIE WB,2,38.656989,-90.224125
7375,7375,ST. LOUIS @ VANDEVENTER WB,NEAR SIDE ST. LOUIS @ VANDEVENTER WB,2,38.658092,-90.22625
7376,7376,ST. LOUIS @ BISHOP PL SCOTT WB,NEAR SIDE ST. LOUIS @ BISHOP PL SCOTT WB,1,38.659138,-90.228666
7377,7377,ST. LOUIS @ SARAH WB,NEAR SIDE ST. LOUIS @ SARAH WB,1,38.660173,-90.231057
7378,7378,ST. LOUIS @ WHITTIER WB,FAR SIDE ST. LOUIS @ WHITTIER WB,2,38.661149,-90.233242
7379,7379,ST. LOUIS @ LAMBDIN WB,FAR SIDE ST. LOUIS @ LAMBDIN WB,2,38.662501,-90.236487
7381,7381,ST. LOUIS @ NEWSTEAD WB,FAR SIDE ST. LOUIS @ NEWSTEAD WB,2,38.664411,-90.24089
7383,7383,ST. LOUIS @ TAYLOR WB,NEAR SIDE ST. LOUIS @ TAYLOR WB,1,38.665201,-90.242647
7384,7384,ST. LOUIS @ CORA WB,NEAR SIDE ST. LOUIS @ CORA WB,2,38.666776,-90.24626
7385,7385,ST. LOUIS @ MARCUS WB,NEAR SIDE ST. LOUIS @ MARCUS WB,2,38.667503,-90.247945
7387,7387,4829 ST. LOUIS WB,MID-BLOCK 4829 ST. LOUIS WB,2,38.669025,-90.251435
7388,7388,ST. LOUIS @ EUCLID WB,NEAR SIDE ST. LOUIS @ EUCLID WB,2,38.670593,-90.253225
7389,7389,ST. LOUIS @ KINGSHIGHWAY WB,NEAR SIDE ST. LOUIS @ KINGSHIGHWAY WB,2,38.671325,-90.254894
7391,7391,ST. LOUIS @ NORWOOD WB,FAR SIDE ST. LOUIS @ NORWOOD WB,2,38.673561,-90.25994
7392,7392,ST. LOUIS @ UNION WB,NEAR SIDE ST. LOUIS @ UNION WB,1,38.674176,-90.261354
7394,7394,ST. LOUIS @ ARLINGTON WB,NEAR SIDE ST. LOUIS @ ARLINGTON WB,2,38.675581,-90.264545
7396,7396,ST. LOUIS @ BELT WB,NEAR SIDE ST. LOUIS @ BELT WB,2,38.67668,-90.267024
7398,7398,ST. LOUIS @ CLARA WB,NEAR SIDE ST. LOUIS @ CLARA WB,1,38.678195,-90.269566
7400,7400,GOODFELLOW @ ST. LOUIS SB,FAR SIDE GOODFELLOW @ ST. LOUIS SB,1,38.679635,-90.274318
7401,7401,GOODFELLOW @ TERRY SB,NEAR SIDE GOODFELLOW @ TERRY SB,2,38.678613,-90.275023
7402,7402,GOODFELLOW @ KENNERLY SB,NEAR SIDE GOODFELLOW @ KENNERLY SB,1,38.676905,-90.276178
7403,7403,GOODFELLOW @ HIGHLAND SB,NEAR SIDE GOODFELLOW @ HIGHLAND SB,1,38.676071,-90.276711
7404,7404,GOODFELLOW @ WABADA SB,FAR SIDE GOODFELLOW @ WABADA SB,2,38.675065,-90.277418
7406,7406,GOODFELLOW @ DR ML KING NB,NEAR SIDE GOODFELLOW @ DR ML KING NB,1,38.671784,-90.279485
7408,7408,DR ML KING @ HAMILTON WB,FAR SIDE DR ML KING @ HAMILTON WB,1,38.674,-90.282905
7409,7409,DR ML KING @ HODIAMONT EB,FAR SIDE DR ML KING @ HODIAMONT EB,1,38.675347,-90.285567
7414,7414,PAGE @ WOODRUFF WB,NEAR SIDE PAGE @ WOODRUFF WB,1,38.67425,-90.305973
7416,7416,PAGE @ KINGSLAND WB,NEAR SIDE PAGE @ KINGSLAND WB,2,38.673989,-90.30425
7419,7419,PAGE @ LEROY WB,FAR SIDE PAGE @ LEROY WB,2,38.675212,-90.31049
7420,7420,FERGUSON @ ROBBINS NB,NEAR SIDE FERGUSON @ ROBBINS NB,1,38.677366,-90.308659
7421,7421,1404 FERGUSON NB,MID-BLOCK 1404 FERGUSON NB,2,38.6809,-90.307593
7422,7422,FERGUSON @ RIDGE NB,NEAR SIDE FERGUSON @ RIDGE NB,2,38.68357,-90.307053
7423,7423,ST. CHARLES ROCK ROAD @ FERGUSON EB,FAR SIDE ST. CHARLES ROCK ROAD @ FERGUSON EB,2,38.685448,-90.304646
7424,7424,ROCK ROAD TRANSIT CENTER,,1,38.685161,-90.301639
7478,7478,AIRPORT @ NORTH FLORISSANT WB,FAR SIDE AIRPORT @ NORTH FLORISSANT WB,1,38.748538,-90.3077
7481,7481,AIRPORT @ WABASH WB,FAR SIDE AIRPORT @ WABASH WB,1,38.746925,-90.312148
7482,7482,DADE @ AIRPORT SB,FAR SIDE DADE @ AIRPORT SB,2,38.74603,-90.315343
7551,7551,AIRPORT @ MARGUERITE EB,FAR SIDE AIRPORT @ MARGUERITE EB,2,38.746322,-90.31347
7553,7553,AIRPORT @ CLARK EB,NEAR SIDE AIRPORT @ CLARK EB,2,38.747376,-90.310015
7554,7554,HEREFORD @ NORTH FLORISSANT WB,NEAR SIDE HEREFORD @ NORTH FLORISSANT WB,1,38.748684,-90.306524
7563,7563,PERSHALL @ ELIZABETH EB,FAR SIDE PERSHALL @ ELIZABETH EB,2,38.771783,-90.306163
7564,7564,PERSHALL @ CHARLOTTE EB,FAR SIDE PERSHALL @ CHARLOTTE EB,2,38.771749,-90.301715
7565,7565,PERSHALL @ KNOLLSTONE EB,NEAR SIDE PERSHALL @ KNOLLSTONE EB,2,38.771401,-90.297261
7566,7566,PERSHALL @ KNOLLWAY EB,NEAR SIDE PERSHALL @ KNOLLWAY EB,2,38.771295,-90.295244
7567,7567,STLCC FLORISSANT VALLEY @ DAY CARE EB,MID-BLOCK STLCC FLORISSANT VALLEY @ DAY CARE EB,1,38.770832,-90.290628
7580,7580,CHEROKEE @ NEBRASKA WB,NEAR SIDE CHEROKEE @ NEBRASKA WB,1,38.594168,-90.23211
7582,7582,GRAVOIS @ BAMBERGER WB,FAR SIDE GRAVOIS @ BAMBERGER WB,2,38.591713,-90.249595
7583,7583,GRAVOIS @ WINNEBAGO WB,FAR SIDE GRAVOIS @ WINNEBAGO WB,1,38.589912,-90.25504
7585,7585,GRAVOIS @ TAFT WB,FAR SIDE GRAVOIS @ TAFT WB,1,38.584925,-90.262645
7588,7588,GRAVOIS @ WILCOX WB,NEAR SIDE GRAVOIS @ WILCOX WB,1,38.580823,-90.267904
7589,7589,GRAVOIS @ EICHELBERGER WB,FAR SIDE GRAVOIS @ EICHELBERGER WB,1,38.579142,-90.270069
7590,7590,GRAVOIS @ CHRISTY WB,FAR SIDE GRAVOIS @ CHRISTY WB,1,38.576639,-90.275983
7593,7593,GRAVOIS @ NAGEL WB,FAR SIDE GRAVOIS @ NAGEL WB,1,38.568162,-90.287869
7651,7651,14TH STREET @ PINE NB,NEAR SIDE 14TH STREET @ PINE NB,1,38.629336,-90.200579
7653,7653,CIVIC CENTER TRANSIT CENTER,,1,38.62428,-90.202809
7666,7666,CHEROKEE @ CALIFORNIA WB,NEAR SIDE CHEROKEE @ CALIFORNIA WB,1,38.593882,-90.229854
7667,7667,CHEROKEE @ MINNESOTA WB,NEAR SIDE CHEROKEE @ MINNESOTA WB,1,38.594468,-90.234433
7668,7668,CHEROKEE @ COMPTON WB,FAR SIDE CHEROKEE @ COMPTON WB,1,38.594809,-90.237167
7669,7669,GRAVOIS @ GRAND WB,FAR SIDE GRAVOIS @ GRAND WB,1,38.592306,-90.244445
7672,7672,GRAVOIS @ GUSTINE WB,FAR SIDE GRAVOIS @ GUSTINE WB,1,38.591289,-90.251881
7673,7673,GRAVOIS @ CHIPPEWA WB,FAR SIDE GRAVOIS @ CHIPPEWA WB,1,38.589335,-90.256349
7674,7674,GRAVOIS @ ITASKA WB,FAR SIDE GRAVOIS @ ITASKA WB,1,38.582163,-90.266185
7675,7675,GRAVOIS @ BATES WB,FAR SIDE GRAVOIS @ BATES WB,1,38.577806,-90.272385
7678,7678,GRAVOIS @ KINGSHIGHWAY WB,NEAR SIDE GRAVOIS @ KINGSHIGHWAY WB,1,38.571688,-90.283519
7679,7679,GRAVOIS @ LOUGHBOROUGH WB,FAR SIDE GRAVOIS @ LOUGHBOROUGH WB,1,38.56996,-90.285392
7681,7681,GRAVOIS @ ALLEMANIA WB,NEAR SIDE GRAVOIS @ ALLEMANIA WB,1,38.565736,-90.291881
7741,7741,7220 GRAVOIS EB,MID-BLOCK 7220 GRAVOIS EB,1,38.565655,-90.291777
7745,7745,GRAVOIS @ NAGEL EB,FAR SIDE GRAVOIS @ NAGEL EB,1,38.568448,-90.287149
7746,7746,GRAVOIS @ LOUGHBROUGH EB,FAR SIDE GRAVOIS @ LOUGHBROUGH EB,1,38.570221,-90.284889
7747,7747,GRAVOIS @ KINGSHIGHWAY EB,MID-BLOCK GRAVOIS @ KINGSHIGHWAY EB,1,38.571912,-90.28311
7749,7749,GRAVOIS @ HOLLY HILLS EB,NEAR SIDE GRAVOIS @ HOLLY HILLS EB,1,38.573557,-90.280894
7750,7750,GRAVOIS @ GOETHE EB,FAR SIDE GRAVOIS @ GOETHE EB,1,38.574728,-90.278887
7752,7752,GRAVOIS @ CHRISTY EB,NEAR SIDE GRAVOIS @ CHRISTY EB,1,38.576193,-90.276506
7754,7754,GRAVOIS @ BATES EB,NEAR SIDE GRAVOIS @ BATES EB,1,38.577709,-90.272362
7755,7755,GRAVOIS @ EICHELBERGER EB,NEAR SIDE GRAVOIS @ EICHELBERGER EB,1,38.579183,-90.269783
7756,7756,GRAVOIS @ MORGANFORD EB,NEAR SIDE GRAVOIS @ MORGANFORD EB,1,38.580897,-90.267603
7757,7757,GRAVOIS @ DELOR EB,FAR SIDE GRAVOIS @ DELOR EB,1,38.581705,-90.266579
7760,7760,GRAVOIS @ TAFT EB,NEAR SIDE GRAVOIS @ TAFT EB,1,38.584852,-90.26252
7761,7761,GRAVOIS @ MERAMEC EB,FAR SIDE GRAVOIS @ MERAMEC EB,1,38.588297,-90.258172
7762,7762,GRAVOIS @ CHIPPEWA EB,NEAR SIDE GRAVOIS @ CHIPPEWA EB,1,38.589413,-90.255792
